ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,DAYS_SINCE_LASTORDER,STATUS,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,POSTALCODE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,RAW_MATERIAL_COST,OPERATING_EXPENSES,PURCHASE_CATEGORY
10306,31,84.08,2,2606.48,2019-10-14,2007,Shipped,Vintage Cars,88,S24_3151,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,Small,2388.23,806.07,Raw Materials
10315,24,86.74,1,2081.76,2019-10-29,1993,Shipped,Vintage Cars,88,S24_3151,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Small,2962.96,1881.93,Raw Materials
10326,41,85.85,3,3519.85,2019-11-09,1983,Shipped,Vintage Cars,88,S24_3151,"Volvo Model Replicas, Co",0921-12 3555,Berguvsvgen  8,Lule,S-958 22,Sweden,Berglund,Christina,Medium,2570.7,1473.45,Marketing
10339,55,195.6,13,10758.0,2019-11-23,1970,Shipped,Vintage Cars,88,S24_3151,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,106-0032,Japan,Shimamura,Akiko,Large,2307.58,1224.51,Marketing
10350,30,100.7,9,3021.0,2019-12-02,1962,Shipped,Vintage Cars,88,S24_3151,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,1593.68,1584.01,Marketing
10373,33,57.32,12,1891.56,2020-01-31,1903,Shipped,Vintage Cars,88,S24_3151,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,90110,Finland,Koskitalo,Pirkko,Small,2916.89,1972.61,Utilities
10396,27,83.2,7,2246.4,2020-03-23,1852,Shipped,Vintage Cars,88,S24_3151,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small,1495.28,1750.42,Raw Materials
10414,60,101.79,5,6107.4,2020-05-06,1809,On Hold,Vintage Cars,88,S24_3151,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Boston,51003,USA,Yoshido,Juri,Medium,3760.06,1060.76,Marketing
10110,27,73.62,12,1987.74,2018-03-18,2590,Shipped,Classic Cars,85,S24_3191,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,Small,3082.44,1871.23,Marketing
10124,49,83.04,11,4068.96,2018-05-21,2527,Shipped,Classic Cars,85,S24_3191,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,83030,USA,King,Sue,Medium,1542.45,1181.21,Raw Materials
10148,31,73.62,5,2282.22,2018-09-11,2415,Shipped,Classic Cars,85,S24_3191,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Small,2690.79,1608.34,Marketing
10161,20,77.05,4,1541.0,2018-10-17,2380,Shipped,Classic Cars,85,S24_3191,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark,Ibsen,Palle,Small,2247.84,1348.32,Utilities
10172,24,81.33,2,1951.92,2018-11-05,2362,Shipped,Classic Cars,85,S24_3191,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,Small,3319.17,1390.57,Logistics
10182,33,94.17,15,3107.61,2018-11-12,2356,Shipped,Classic Cars,85,S24_3191,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,4340.45,1883.12,Marketing
10192,32,72.77,3,2328.64,2018-11-20,2349,Shipped,Classic Cars,85,S24_3191,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,62005,USA,Young,Valarie,Small,1124.83,979.9,Marketing
10204,40,79.62,9,3184.8,2018-12-02,2338,Shipped,Classic Cars,85,S24_3191,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Medium,3115.03,2472.6,Raw Materials
10212,27,79.62,2,2149.74,2019-01-16,2294,Shipped,Classic Cars,85,S24_3191,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,2839.87,589.46,Raw Materials
10227,40,79.62,15,3184.8,2019-03-02,2250,Shipped,Classic Cars,85,S24_3191,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,69004,France,Saveley,Mary,Medium,3671.34,1201.17,Logistics
10241,26,81.33,7,2114.58,2019-04-13,2209,Shipped,Classic Cars,85,S24_3191,Mini Caravy,88.60.1555,"24, place Kluber",Strasbourg,67000,France,Citeaux,Frederique,Small,3213.2,1685.11,Raw Materials
10267,44,96.74,4,4256.56,2019-07-07,2125,Shipped,Classic Cars,85,S24_3191,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Medium,2248.03,1792.16,Salaries
10279,33,71.06,4,2344.98,2019-08-09,2093,Shipped,Classic Cars,85,S24_3191,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,2680.95,1449.76,Utilities
10288,34,68.49,10,2328.66,2019-09-01,2071,Shipped,Classic Cars,85,S24_3191,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Small,2203.97,1471.3,Utilities
10302,48,74.48,6,3575.04,2018-10-06,2402,Shipped,Classic Cars,85,S24_3191,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK,Devon,Elizabeth,Medium,4076.01,1705.28,Logistics
10311,25,83.04,5,2076.0,2019-10-16,2028,Shipped,Classic Cars,85,S24_3191,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,3021.31,1384.47,Salaries
10321,39,84.75,2,3305.25,2019-11-04,2010,Shipped,Classic Cars,85,S24_3191,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,Benitez,Violeta,Medium,4901.19,2196.59,Marketing
10332,45,34.19,12,1538.55,2019-11-17,1998,Shipped,Classic Cars,85,S24_3191,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,Small,2939.34,1919.67,Salaries
10346,24,138.58,2,3325.92,2019-11-29,1987,Shipped,Classic Cars,85,S24_3191,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,83030,USA,King,Sue,Medium,2291.59,1936.41,Logistics
10368,46,79.62,1,3662.52,2020-01-19,1937,Shipped,Classic Cars,85,S24_3191,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,1486.29,1016.92,Marketing
10380,44,79.06,9,3478.64,2020-02-16,1910,Shipped,Classic Cars,85,S24_3191,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,1196.86,1460.31,Marketing
10407,13,81.33,7,1057.29,2020-04-22,1845,On Hold,Classic Cars,85,S24_3191,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,94217,USA,Frick,Sue,Small,1415.86,1349.77,Marketing
10420,35,96.74,10,3385.9,2020-05-29,1809,In Process,Classic Cars,85,S24_3191,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,Medium,3267.13,997.2,Salaries
10108,30,63.07,5,1892.1,2018-03-03,2628,Shipped,Classic Cars,61,S24_3371,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,1227 MM,Philippines,Cruz,Arnold,Small,3508.73,1680.08,Marketing
10122,34,50.21,9,1707.14,2018-05-08,2563,Shipped,Classic Cars,61,S24_3371,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,13008,France,Lebihan,Laurence,Small,1418.81,1231.18,Logistics
10135,27,66.13,6,1785.51,2018-07-02,2509,Shipped,Classic Cars,61,S24_3371,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small,3895.04,1827.7,Salaries
10147,30,68.58,6,2057.4,2018-09-05,2445,Shipped,Classic Cars,61,S24_3371,Collectables For Less Inc.,6175558555,7825 Douglas Av.,Brickhaven,58339,USA,Nelson,Allen,Small,2516.94,964.9,Utilities
10169,34,50.21,1,1707.14,2018-11-04,2386,Shipped,Classic Cars,61,S24_3371,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Small,3146.79,2359.52,Marketing
10181,23,65.52,13,1506.96,2018-11-12,2379,Shipped,Classic Cars,61,S24_3371,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,N 5804,Norway,Oeztan,Veysel,Small,4612.22,1051.83,Utilities
10191,48,60.01,2,2880.48,2018-11-20,2372,Shipped,Classic Cars,61,S24_3371,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,Koln,50739,Germany,Pfalzheim,Henriette,Small,3896.84,1609.65,Raw Materials
10203,34,64.9,7,2206.6,2018-12-02,2361,Shipped,Classic Cars,61,S24_3371,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,2731.47,1895.93,Salaries
10211,48,48.98,1,2351.04,2019-01-15,2318,Shipped,Classic Cars,61,S24_3371,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,Small,2108.81,1214.68,Utilities
10225,24,50.21,8,1205.04,2019-02-22,2281,Shipped,Classic Cars,61,S24_3371,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland,Holz,Michael,Small,848.18,1926.23,Marketing
10238,47,62.45,2,2935.15,2019-04-09,2236,Shipped,Classic Cars,61,S24_3371,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Kobenhavn,1734,Denmark,Petersen,Jytte,Small,2280.85,885.41,Marketing
10253,24,52.66,12,1263.84,2019-06-01,2184,Cancelled,Classic Cars,61,S24_3371,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK,Devon,Elizabeth,Small,2788.87,2226.06,Logistics
10266,47,62.45,13,2935.15,2019-07-06,2150,Shipped,Classic Cars,61,S24_3371,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,Small,2012.82,1507.07,Salaries
10276,20,61.23,2,1224.6,2019-08-02,2124,Shipped,Classic Cars,61,S24_3371,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,Brickhaven,58339,USA,Barajas,Miguel,Small,2868.74,1201.79,Logistics
10287,20,67.97,11,1359.4,2019-08-30,2097,Shipped,Classic Cars,61,S24_3371,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland,Holz,Michael,Small,3076.85,1350.41,Salaries
10300,31,58.78,4,1822.18,2018-10-04,2428,Shipped,Classic Cars,61,S24_3371,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,60528,Germany,Keitel,Roland,Small,2775.14,1904.46,Marketing
10310,38,56.94,9,2163.72,2019-10-16,2052,Shipped,Classic Cars,61,S24_3371,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,Koln,50739,Germany,Pfalzheim,Henriette,Small,2350.0,1207.77,Raw Materials
10320,26,61.23,2,1591.98,2019-11-03,2035,Shipped,Classic Cars,61,S24_3371,"Volvo Model Replicas, Co",0921-12 3555,Berguvsvgen  8,Lule,S-958 22,Sweden,Berglund,Christina,Small,3168.65,1125.32,Salaries
10331,25,123.14,9,3078.5,2019-11-17,2022,Shipped,Classic Cars,61,S24_3371,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,71270,USA,Hernandez,Rosa,Medium,3441.94,1389.23,Salaries
10342,48,62.45,10,2997.6,2019-11-24,2016,Shipped,Classic Cars,61,S24_3371,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Small,1909.6,911.52,Logistics
10355,44,62.45,6,2747.8,2019-12-07,2004,Shipped,Classic Cars,61,S24_3371,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,4410.93,2410.27,Marketing
10363,21,116.56,15,2447.76,2020-01-06,1975,Shipped,Classic Cars,61,S24_3371,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,FIN-02271,Finland,Suominen,Kalle,Small,2901.41,1216.8,Utilities
10378,46,41.54,6,1910.84,2020-02-10,1941,Shipped,Classic Cars,61,S24_3371,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,3018.85,1915.81,Raw Materials
10390,46,52.84,6,2430.64,2020-03-04,1919,Shipped,Classic Cars,61,S24_3371,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small,3708.21,1604.74,Logistics
10419,55,52.66,12,2896.3,2020-05-17,1846,Shipped,Classic Cars,61,S24_3371,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,5020,Austria,Pipps,Georg,Small,3233.22,1007.73,Salaries
10106,31,52.6,14,1630.6,2018-02-17,2667,Shipped,Vintage Cars,65,S24_3420,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,Small,3953.14,1497.02,Marketing
10119,20,72.98,5,1459.6,2018-04-28,2598,Shipped,Vintage Cars,65,S24_3420,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,5020,Austria,Pipps,Georg,Small,3287.12,1892.0,Salaries
10131,29,59.18,6,1716.22,2018-06-16,2550,Shipped,Vintage Cars,65,S24_3420,Gift Ideas Corp.,2035554407,2440 Pompton St.,Glendale,97561,USA,Lewis,Dan,Small,2387.56,1405.87,Raw Materials
10143,33,77.59,9,2560.47,2018-08-10,2496,Shipped,Vintage Cars,65,S24_3420,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,Small,3361.5,2096.56,Raw Materials
10155,34,55.89,7,1900.26,2018-10-06,2440,Shipped,Vintage Cars,65,S24_3420,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Helsinki,21240,Finland,Karttunen,Matti,Small,1856.27,2010.76,Salaries
10167,32,63.12,3,2019.84,2018-10-23,2424,Cancelled,Vintage Cars,65,S24_3420,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden,Larsson,Maria,Small,3108.56,1959.46,Utilities
10178,27,73.64,6,1988.28,2018-11-08,2409,Shipped,Vintage Cars,65,S24_3420,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,Toulouse,31000,France,Roulet,Annette,Small,2966.77,1270.17,Marketing
10186,21,69.04,3,1449.84,2018-11-14,2404,Shipped,Vintage Cars,65,S24_3420,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,London,WA1 1DP,UK,Hardy,Thomas,Small,2791.88,960.08,Salaries
10198,27,71.67,6,1935.09,2018-11-27,2392,Shipped,Vintage Cars,65,S24_3420,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,1227 MM,Philippines,Cruz,Arnold,Small,2871.46,1193.21,Raw Materials
10222,43,70.35,6,3025.05,2019-02-19,2309,Shipped,Vintage Cars,65,S24_3420,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,Thompson,Valarie,Medium,1118.15,1598.12,Utilities
10249,25,69.7,2,1742.5,2019-05-08,2232,Shipped,Vintage Cars,65,S24_3420,Cambridge Collectables Co.,6175555555,4658 Baden Av.,Cambridge,51247,USA,Tseng,Kyung,Small,2451.28,1772.89,Utilities
10262,46,70.35,11,3236.1,2019-06-24,2186,Cancelled,Vintage Cars,65,S24_3420,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,3092.84,414.21,Salaries
10274,24,72.33,3,1735.92,2019-07-21,2160,Shipped,Vintage Cars,65,S24_3420,Collectables For Less Inc.,6175558555,7825 Douglas Av.,Brickhaven,58339,USA,Nelson,Allen,Small,3159.86,1495.94,Marketing
10284,39,71.67,13,2795.13,2019-08-21,2130,Shipped,Vintage Cars,65,S24_3420,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,N 0106,Norway,Klaeboe,Jan,Small,1972.32,1579.04,Salaries
10296,31,53.92,9,1671.52,2019-09-15,2106,Shipped,Vintage Cars,65,S24_3420,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Hansastr. 15,Munich,80686,Germany,Donnermeyer,Michael,Small,4265.71,1361.23,Utilities
10307,22,71.67,3,1576.74,2019-10-14,2078,Shipped,Vintage Cars,65,S24_3420,"Classic Gift Ideas, Inc",2155554695,782 First Street,Philadelphia,71270,USA,Cervantes,Francisca,Small,2133.83,2145.64,Raw Materials
10316,47,76.93,11,3615.71,2019-11-01,2061,Shipped,Vintage Cars,65,S24_3420,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,Cowes,PO31 7PJ,UK,Bennett,Helen,Medium,3969.46,1710.89,Salaries
10328,20,72.98,2,1459.6,2019-11-12,2051,Shipped,Vintage Cars,65,S24_3420,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,Small,3427.19,2155.1,Salaries
10339,29,99.69,14,2891.01,2019-11-23,2041,Shipped,Vintage Cars,65,S24_3420,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,106-0032,Japan,Shimamura,Akiko,Small,2353.77,1392.02,Marketing
10351,38,68.38,4,2598.44,2019-12-03,2032,Shipped,Vintage Cars,65,S24_3420,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,London,WX3 6FW,UK,Brown,Ann,Small,4775.31,1968.74,Marketing
10361,34,113.88,6,3871.92,2019-12-17,2019,Shipped,Vintage Cars,65,S24_3420,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,Medium,1806.36,2317.53,Raw Materials
10373,46,66.0,11,3036.0,2020-01-31,1975,Shipped,Vintage Cars,65,S24_3420,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,90110,Finland,Koskitalo,Pirkko,Medium,3919.15,2155.85,Utilities
10386,35,63.76,9,2231.6,2020-03-01,1946,Resolved,Vintage Cars,65,S24_3420,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,4000.58,953.93,Salaries
10398,34,71.67,13,2436.78,2020-03-30,1918,Shipped,Vintage Cars,65,S24_3420,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,Small,2329.38,1373.16,Utilities
10400,38,57.2,3,2173.6,2020-04-01,1917,Shipped,Vintage Cars,65,S24_3420,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,94217,USA,Frick,Sue,Small,4392.47,1327.42,Salaries
10415,18,69.7,2,1254.6,2020-05-09,1880,Disputed,Vintage Cars,65,S24_3420,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,Glen Waverly,3150,Australia,Connery,Sean,Small,2749.95,1744.63,Utilities
10110,37,100.66,14,3724.42,2018-03-18,2664,Shipped,Classic Cars,107,S24_3432,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,Medium,3288.69,1843.18,Salaries
10124,43,121.0,13,5203.0,2018-05-21,2601,Shipped,Classic Cars,107,S24_3432,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,83030,USA,King,Sue,Medium,3260.32,1080.55,Salaries
10148,27,128.5,7,3469.5,2018-09-11,2489,Shipped,Classic Cars,107,S24_3432,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Medium,2865.69,1533.92,Marketing
10161,30,104.94,6,3148.2,2018-10-17,2454,Shipped,Classic Cars,107,S24_3432,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark,Ibsen,Palle,Medium,3810.81,490.04,Utilities
10172,22,98.51,4,2167.22,2018-11-05,2436,Shipped,Classic Cars,107,S24_3432,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,Small,3793.49,2220.97,Utilities
10182,49,127.43,17,6244.07,2018-11-12,2430,Shipped,Classic Cars,107,S24_3432,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,1251.47,1243.81,Marketing
10192,46,121.0,5,5566.0,2018-11-20,2423,Shipped,Classic Cars,107,S24_3432,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,62005,USA,Young,Valarie,Medium,4304.34,1527.93,Utilities
10204,48,91.02,11,4368.96,2018-12-02,2412,Shipped,Classic Cars,107,S24_3432,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Medium,1337.51,1345.18,Raw Materials
10212,46,87.81,4,4039.26,2019-01-16,2368,Shipped,Classic Cars,107,S24_3432,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,4032.55,2073.01,Utilities
10226,48,92.09,2,4420.32,2019-02-26,2328,Shipped,Classic Cars,107,S24_3432,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,Thompson,Valarie,Medium,4126.71,200.0,Raw Materials
10241,27,86.73,9,2341.71,2019-04-13,2283,Shipped,Classic Cars,107,S24_3432,Mini Caravy,88.60.1555,"24, place Kluber",Strasbourg,67000,France,Citeaux,Frederique,Small,1909.03,1491.69,Logistics
10267,43,118.86,6,5110.98,2019-07-07,2199,Shipped,Classic Cars,107,S24_3432,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Medium,2589.19,1447.09,Marketing
10279,48,128.5,6,6168.0,2019-08-09,2167,Shipped,Classic Cars,107,S24_3432,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,1894.3,1273.18,Raw Materials
10288,41,118.86,12,4873.26,2019-09-01,2145,Shipped,Classic Cars,107,S24_3432,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Medium,2785.08,2363.11,Marketing
10301,22,96.37,2,2120.14,2018-10-05,2477,Shipped,Classic Cars,107,S24_3432,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,N 0106,Norway,Klaeboe,Jan,Small,2691.97,1056.34,Logistics
10311,46,92.09,7,4236.14,2019-10-16,2102,Shipped,Classic Cars,107,S24_3432,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,3779.66,1885.9,Marketing
10321,21,89.95,4,1888.95,2019-11-04,2084,Shipped,Classic Cars,107,S24_3432,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,Benitez,Violeta,Small,4310.31,1678.13,Logistics
10332,31,37.18,13,1152.58,2019-11-17,2072,Shipped,Classic Cars,107,S24_3432,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,Small,4395.68,2130.76,Salaries
10346,26,95.88,6,2492.88,2019-11-29,2061,Shipped,Classic Cars,107,S24_3432,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,83030,USA,King,Sue,Small,2437.83,1166.41,Utilities
10368,20,99.58,4,1991.6,2020-01-19,2011,Shipped,Classic Cars,107,S24_3432,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small,2790.78,1133.52,Raw Materials
10380,34,116.27,11,3953.18,2020-02-16,1984,Shipped,Classic Cars,107,S24_3432,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,1316.56,2048.03,Salaries
10407,43,86.73,9,3729.39,2020-04-22,1919,On Hold,Classic Cars,107,S24_3432,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,94217,USA,Frick,Sue,Medium,2194.13,1712.66,Logistics
10420,26,100.66,12,2617.16,2020-05-29,1883,In Process,Classic Cars,107,S24_3432,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,Small,3964.85,727.53,Salaries
10105,50,79.67,1,3983.5,2018-02-11,2722,Shipped,Vintage Cars,83,S24_3816,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Kobenhavn,1734,Denmark,Petersen,Jytte,Medium,4615.58,1230.35,Salaries
10119,35,90.57,10,3169.95,2018-04-28,2647,Shipped,Vintage Cars,83,S24_3816,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,5020,Austria,Pipps,Georg,Medium,1765.65,1693.19,Marketing
10129,50,77.99,1,3899.5,2018-06-12,2603,Shipped,Vintage Cars,83,S24_3816,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,London,WX3 6FW,UK,Brown,Ann,Medium,2407.54,1918.88,Logistics
10143,23,80.51,14,1851.73,2018-08-10,2545,Shipped,Vintage Cars,83,S24_3816,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,Small,2973.59,1160.38,Marketing
10155,37,67.93,12,2513.41,2018-10-06,2489,Shipped,Vintage Cars,83,S24_3816,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Helsinki,21240,Finland,Karttunen,Matti,Small,3280.16,200.0,Utilities
10167,29,83.86,8,2431.94,2018-10-23,2473,Cancelled,Vintage Cars,83,S24_3816,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden,Larsson,Maria,Small,2190.4,1761.61,Marketing
10178,21,72.12,11,1514.52,2018-11-08,2458,Shipped,Vintage Cars,83,S24_3816,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,Toulouse,31000,France,Roulet,Annette,Small,3424.06,889.84,Salaries
10186,36,85.54,8,3079.44,2018-11-14,2453,Shipped,Vintage Cars,83,S24_3816,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,London,WA1 1DP,UK,Hardy,Thomas,Medium,2526.16,491.33,Logistics
10197,22,86.38,5,1900.36,2018-11-26,2442,Shipped,Vintage Cars,83,S24_3816,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",Barcelona,8022,Spain,Saavedra,Eduardo,Small,2985.55,200.0,Raw Materials
